"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2019","","","","181082.755792"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","A","Annual","A","Annual","USM","Million US dollar","2019","","","","158676.786049"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2019","","","","1994265.527756"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2019","","","","271783.893049"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2019","","","","132457.699866"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2019","","","","95491.78919"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2019","","","","33610.730976"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2019","","","","1088216.106096"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2019","","","","317721.597924"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2019","","","","340309.696361"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2019","","","","134919.092655"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2019","","","","57678.145231"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2019","","","","147712.458475"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2019","","","","382525.150356"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2019","","","","31400.326685"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2019","","","","265651.535897"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","A","Annual","A","Annual","USM","Million US dollar","2019","","","","209964.864447"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2019","","","","2567444.559066"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2019","","","","164802.571247"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","A","Annual","A","Annual","USM","Million US dollar","2019","","","","135949.661785"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2019","","","","1036401.466869"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2019","","","","224279.094305"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2019","","","","55779.682864"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2019","","","","5963.927763"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2019","","","","13204.187865"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2019","","","","534874.756821"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2019","","","","139277.101716"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2019","","","","148450.266583"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2019","","","","52795.792395"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2019","","","","52624.187362"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2019","","","","43030.286826"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2019","","","","170884.473901"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2019","","","","13359.203503"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2019","","","","243140.963083"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","A","Annual","A","Annual","USM","Million US dollar","2019","","","","199590.660278"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2019","","","","1643160.852937"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","GSOX","Memo item: Goods and commercial services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","3081043"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","588359"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SB","Maintenance and repair services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2019","","","","7823"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","A","Annual","A","Annual","USM","Million US dollar","2019","","","","107458"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC1","Sea transport","A","Annual","A","Annual","USM","Million US dollar","2019","","","","32670"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC12","Freight (Sea)","A","Annual","A","Annual","USM","Million US dollar","2019","","","","30757"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC13","Other (Sea)","A","Annual","A","Annual","USM","Million US dollar","2019","","","","1913"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC2","Air transport","A","Annual","A","Annual","USM","Million US dollar","2019","","","","70995"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC21","Passenger (Air)","A","Annual","A","Annual","USM","Million US dollar","2019","","","","47771"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC22","Freight (Air)","A","Annual","A","Annual","USM","Million US dollar","2019","","","","8495"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC23","Other (Air)","A","Annual","A","Annual","USM","Million US dollar","2019","","","","14729"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC3","Other modes of transport","A","Annual","A","Annual","USM","Million US dollar","2019","","","","3453"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC4","Postal and courier services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","340"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SCA","Passenger (All modes of transport)","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","49152.2"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SCB","Freight (All modes of transport)","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","40633.2"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SCC","Other (All modes of transport)","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","17672.6"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","A","Annual","A","Annual","USM","Million US dollar","2019","","","","134594"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA","Business","A","Annual","A","Annual","USM","Million US dollar","2019","","","","18865"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA1","Acquisition of goods and services by border, seaso","A","Annual","A","Annual","USM","Million US dollar","2019","","","","1489"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA2","Other (Business)","A","Annual","A","Annual","USM","Million US dollar","2019","","","","17376"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB","Personal","A","Annual","A","Annual","USM","Million US dollar","2019","","","","115729"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB1","Health-related","A","Annual","A","Annual","USM","Million US dollar","2019","","","","717"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB2","Education-related","A","Annual","A","Annual","USM","Million US dollar","2019","","","","11654"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB3","Other (Personal)","A","Annual","A","Annual","USM","Million US dollar","2019","","","","103358"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SE","Construction","A","Annual","A","Annual","USM","Million US dollar","2019","","","","1327"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SE1","Construction abroad","A","Annual","A","Annual","USM","Million US dollar","2019","","","","941"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SE2","Construction in the reporting economy","A","Annual","A","Annual","USM","Million US dollar","2019","","","","387"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF","Insurance and pension services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","51547"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF1","Direct insurance","A","Annual","A","Annual","USM","Million US dollar","2019","","","","3573"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF2","Reinsurance","A","Annual","A","Annual","USM","Million US dollar","2019","","","","44597"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF3","Auxiliary insurance services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","3378"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG","Financial services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","40350"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG1","Explicitly charged and other financial services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","33212"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG11","Brokerage and market-making services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","5004"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG12","Underwriting and private placement services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","618"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG13","Credit card and other credit-related services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","10567"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG14","Financial management services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","9221"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG15","Financial advisory and custody services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","3288"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG16","Securities lending, electronic funds transfer, and","A","Annual","A","Annual","USM","Million US dollar","2019","","","","4514"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG2","Financial intermediation services indirectly measu","A","Annual","A","Annual","USM","Million US dollar","2019","","","","7138"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH","Charges for the use of intellectual property n.i.e","A","Annual","A","Annual","USM","Million US dollar","2019","","","","42733"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH1","Franchises and trademarks licensing fees","A","Annual","A","Annual","USM","Million US dollar","2019","","","","4601"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH11","Trademarks","A","Annual","A","Annual","USM","Million US dollar","2019","","","","4459"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH12","Franchise fees","A","Annual","A","Annual","USM","Million US dollar","2019","","","","141"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH2","Licences for the use of outcomes of research and d","A","Annual","A","Annual","USM","Million US dollar","2019","","","","24021"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH3","Licences to reproduce and/or distribute computer s","A","Annual","A","Annual","USM","Million US dollar","2019","","","","11981"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH4","Licences to reproduce and/or distribute audio-visu","A","Annual","A","Annual","USM","Million US dollar","2019","","","","2130"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH41","Licences to reproduce and/or distribute audio-visu","A","Annual","A","Annual","USM","Million US dollar","2019","","","","2130"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH411","Movies and television programming","A","Annual","A","Annual","USM","Million US dollar","2019","","","","237"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH412","Books and sound recordings","A","Annual","A","Annual","USM","Million US dollar","2019","","","","311"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH413","Broadcasting and recording of live events","A","Annual","A","Annual","USM","Million US dollar","2019","","","","1582"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI","Telecommunications, computer, and information serv","A","Annual","A","Annual","USM","Million US dollar","2019","","","","43720"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI1","Telecommunications services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","5105"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI2","Computer services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","34519"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI21","Computer software","A","Annual","A","Annual","USM","Million US dollar","2019","","","","13301"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI22","Other computer services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","21218"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI221","Cloud computing and data storage services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","537"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI222","Other computer services other than cloud computing","A","Annual","A","Annual","USM","Million US dollar","2019","","","","20682"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI3","Information services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","4095"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI31","News agency services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","16"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI32","Other information services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","4080"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ","Other business services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","113584"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ1","Research and development services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","33772"
